CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE
50001445,TUSCAN CAFE,QUEENS,60-29,ROOSEVELT AVENUE,11377,7184267671
50001446,BENTO SUSHI & NOODLES,MANHATTAN,685,3 AVENUE,10017,2123981405
50001448,K BAGEL CAFE,BROOKLYN,142,NASSAU AVENUE,11222,7183892009
50001450,Caribbean Jerkee's Delight,BROOKLYN,932,UTICA AVENUE,11203,5163438092
50001451,BUBBY'S HIGHLINE,MANHATTAN,71,GANSEVOORT STREET,10014,2122066200
50001453,CAFE IGUANA,QUEENS,178-26,JAMAICA AVENUE,11432,6467758569
50001454,GENESIS PIZZA PARLOR,QUEENS,149-09,UNION TURNPIKE,11367,7183805200
50001455,COUNTRY BAY PIZZERIA,BRONX,3233,AMPERE AVENUE,10465,9297779555
50001456,GOLDEN UNICORN GOURMET,MANHATTAN,18,EAST BROADWAY,10002,2129410911
50001457,Caribe Cina,BRONX,844,ST ANNS AVENUE,10456,9175876315
50001458,BASSANOVA RAMEN,MANHATTAN,76,MOTT ST,10013,2123342100
50001460,CAFE B'WAY 46,MANHATTAN,146,WEST   46 STREET,10036,2129381333
50001466,LARB UBOL,MANHATTAN,480,9TH AVE,10018,2125641822
50001468,BLUE RIBBON FRIED CHICKEN,MANHATTAN,28,EAST    1 STREET,10003,2122280404
50001469,CITYRIB,QUEENS,89-04,parsons boulevard,11432,7188783599
50001470,GUAC STAR/ZIGOLINIS,MANHATTAN,66,PEARL STREET,10004,2124257171
50001471,ROY'S RESTAURNT & BAR,BRONX,880,EAST TREMONT AVENUE,10460,9174718937
50001472,EL GRAN VALLE II,BRONX,920,EAST  174 STREET,10460,9178010090
50001473,taci's beyti restaurant,BROOKLYN,1955,CONEY ISLAND AVENUE,11223,7186275750
50001480,YUMMY BAKERY,BROOKLYN,5010,8 AVENUE,11220,7184388688
50001483,CROWN FRIED CHICKEN & PIZZA,QUEENS,701,SENECA AVENUE,11385,7184971200
50001484,TOYAMA CUISINE,BROOKLYN,6001,7 AVENUE,11220,7185678877
50001485,ALI BABA,QUEENS,183-10,HORACE HARDING EXPRESSWAY,11365,7184637900
50001488,MAR'S,QUEENS,34-21,34 AVENUE,11106,7186852480
50001489,NEW POLODOS LOUNGE,QUEENS,138-11,JAMAICA AVENUE,11435,3478638320
50001490,LEXINGTON PIZZA PARLOUR,MANHATTAN,1590,LEXINGTON AVENUE,10029,9177578262
50001491,FOGON & LENA RESTAURANT,BROOKLYN,4413,4 AVENUE,11220,7184381994
50001494,DUNKIN' DONUTS AND BASKIN ROBBINS,MANHATTAN,323,WEST   42 STREET,10036,6468611917
50001495,BAMBOO SUSHI,MANHATTAN,1280,1 AVENUE,10065,2123961919
50001496,MORGAN STANLEY CONFERENCE CENTER,MANHATTAN,1585,BROADWAY,10036,2127617419
50001499,DUNCAN'S ISLAND STYLE,BROOKLYN,1253,SCHENECTADY AVENUE,11203,7184513300
50001500,DOMINOS PIZZA # 3448,QUEENS,109-64,FRANCIS LEWIS BOULEVARD,11429,7187763030
50001501,XIAO DONG BEI CHINESE CUISINE,QUEENS,133-51,37 AVENUE,11354,7183538998
50001502,YAMASA RESTAURANT,BROOKLYN,527,STANLEY AVENUE,11207,3473508843
50001503,destiny cafe,BROOKLYN,7314,18 AVENUE,11204,9177537369
50001504,RESTORAN SEHER OLD BRIDGE 3,QUEENS,28-51,42 STREET,11103,7184408444
50001505,HEALTHY LIFESTYLE,BRONX,2593B,ST RAYMONDS AVENUE,10461,3478100299
50001507,GIOVANNI'S RESTAURANT,BRONX,2343,ARTHUR AVENUE,10458,7189334141
50001508,SUBWAY,BROOKLYN,7517,5 AVENUE,11209,7186806886
50001511,SUBWAY,QUEENS,75-06,37 AVENUE,11372,7184248390
50001512,CREATIVE JUICE,MANHATTAN,250,EAST   54 STREET,10022,6467478774
50001516,IL SALUMAIO WINE BAR,MANHATTAN,1731,2ND AVE,10128,6468526876
50001517,CREATIVE JUICE,MANHATTAN,203,EAST   85 STREET,10028,6467470674
50001520,FRIEDMAN'S,MANHATTAN,132,WEST   31 STREET,10001,2129719400
50001526,EVERYDAY CHINESE RESTAURANT,BROOKLYN,890,WYCKOFF AVENUE,11237,7183818899
50001528,FU EN RESTAURANT,BROOKLYN,104,MARCUS GARVEY BOULEVARD,11206,7184552721
50001529,GABRIEL'S CAFE,MANHATTAN,1865,BROADWAY,10023,9175392844
50001531,HANE SUSHI,MANHATTAN,346,1 AVENUE,10009,2125989889
50001534,SUBWAY,MANHATTAN,1264,SAINT NICHOLAS AVENUE,10033,2125108349
50001535,FISHERMAN'S COVE,BROOKLYN,218,PARKSIDE AVENUE,11226,9179661100
50001536,ORILLAS DE GUALACEO RESTAURANT,QUEENS,42-18 A,JUNCTION BOULEVARD,11368,7186725218
50001538,LE JARDIN,MANHATTAN,115,AVENUE C,10009,9174751213
50001539,KOBE SUSHI,MANHATTAN,1472,YORK AVENUE,10075,2129888628
50001540,SAVANN RESTAURANT,MANHATTAN,2280,FREDERICK DOUGLAS BOULEVARD,10027,2122227990
50001541,TONY & VAL'S,BRONX,6201,BROADWAY,10471,7184329502
50001542,MUSEUM OF SEX/PLAY,MANHATTAN,233,5 AVENUE,10016,2124477529
50001544,FIVE GUYS BURGERS & FRIES,MANHATTAN,56,WEST   14 STREET,10011,2126752229
50001545,CITADELLE BAR AND RESTAURANT,BROOKLYN,9320,AVENUE L,11236,7189750176
50001546,SHALOM JAPAN,BROOKLYN,310,SOUTH    4 STREET,11211,7183884012
50001547,THE WINSLOW,MANHATTAN,243,EAST 14 STREET,10003,2127777717
50001548,luca & bosco,MANHATTAN,120,ESSEX STREET,10002,9175366644
50001549,E. SUSHI OF BROOKLYN,BROOKLYN,2118,FLATBUSH AVENUE,11234,7183381038
50001550,AURORA RESTAURANT,BRONX,259,EAST 172 STREET,10457,6462498903
50001551,RAJDHANI INDIAN RESTUARANT,QUEENS,206-08,HILLSIDE AVENUE,11427,7184649100
50001552,GATSBY'S ON THE BAY,STATEN ISLAND,695,BAY STREET,10304,7184428729
50001553,BROOKLYN CUPCAKE,BROOKLYN,240,KENT AVENUE,11249,3476502752
50001555,KUNG FU TEA,MANHATTAN,31,WAVERLY PLACE,10003,2126774517
50001556,UNCLE MIKES ICES,BROOKLYN,7015,3 AVENUE,11209,7182385220
50001557,CORONA RESTAURANT,BROOKLYN,5421,5TH AVE,11220,7185672816
50001558,MAID CAFE NY,MANHATTAN,150,CENTRE STREET,10013,3475265562
50001559,ASHOKA GRILL,BROOKLYN,1436,FLATBUSH AVENUE,11210,7184341001
50001560,RED CORK,MANHATTAN,330,WEST   58 STREET,10019,2127078248
50001561,JG'S ON MADISON,MANHATTAN,32,EAST  130 STREET,10037,2127227834
50001564,WAVE HILL,BRONX,675,WEST  252 STREET,10471,7185493200
50001565,PEASANT STOCK,MANHATTAN,120,ESSEX STREET,10002,9176019776
50001566,Verrazano Grill,STATEN ISLAND,628,MIDLAND AVENUE,10306,7189798200
50001571,THE SANDWICH SHOP,BROOKLYN,658A,GRAND STREET,11211,9175485630
50001573,99 CENT FRESH PIZZA,MANHATTAN,473,LEXINGTON AVENUE,10017,6468513792
50001575,99c FRESH PIZZA,MANHATTAN,143,WEST 40 STREET,10018,6468513792
50001576,SALATTO,QUEENS,93-05,37TH AVE,11372,3477386477
50001578,Yomi Station,QUEENS,4335,91ST PLACE,11373,9177553991
50001580,CIRO PIZZA CAFFE,STATEN ISLAND,862,HUGUENOT AVENUE,10312,7186050620
50001582,SWEET ISLAND CAFE,QUEENS,69-01,FRESH POND ROAD,11385,3476892530
50001583,THE PARK WEST CAFE,BROOKLYN,263,PROSPECT PARK WEST,11215,9176746435
50001584,NORTHERN TERRITORY,BROOKLYN,12,FRANKLIN STREET,11222,3476894065
50001585,MIXXED GRILL AND JUICE BAR,BROOKLYN,4922,FORT HAMILTON PARKWAY,11219,7184376407
50001586,HAWA SMOOTHIE,MANHATTAN,422,EAST   14 STREET,10009,9175925211
50001587,Checker's,MANHATTAN,695,ST NICHOLAS AVENUE,10030,2122347067
50001588,TURNMILL,MANHATTAN,119,EAST 27 STREET,10016,6465246060
50001589,TUNG THONG THAI RESTAURANT,MANHATTAN,561,WEST  169 STREET,10032,2127955995
50001590,SUBWAY,QUEENS,74-22,BROADWAY,11373,7185070980
50001593,PUERTO RICO PIZZERIA RESTAURANT,BROOKLYN,5616,5 AVENUE,11220,7184397500
50001595,SUBWAY,MANHATTAN,344,WEST 145 STREET,10031,6464845602
50001596,WHISKEY SODA LOUNGE NY,BROOKLYN,115,COLUMBIA STREET,11201,7187972895
50001597,GRASS ROOTS JUICERY,BROOKLYN,336A,GRAHAM AVE,11211,7184862838
50001598,ESSBAR,BROOKLYN,240,KENT AVENUE,11249,7186860955
50001601,LYNX II LOUNGE INC.,QUEENS,104-07,LIBERTY AVENUE,11417,3472641113
50001603,DREAMERS COFFEE SHOP,BROOKLYN,1818,86 STREET,11214,3474926853
50001604,SUBWAY,QUEENS,92-12,JAMAICA AVENUE,11421,3472334391
50001607,CHICKEN EXPRESS,BROOKLYN,582,BROADWAY,11206,7183537104
50001609,biters llc,MANHATTAN,26,MACOMBS PLACE,10039,6465271324
50001610,EXPRESSYOURSELF BARISTA BAR (BKNY),BROOKLYN,82,CENTRAL AVE,11206,7183813783
50001611,CAFFEBENE,MANHATTAN,299,7 AVENUE,10001,2125755484
50001613,ROADHOUSE NYC,QUEENS,32-17,COLLEGE POINT BOULEVARD,11354,7187621010
50001614,EASTERN OCEAN CHINA KING RESTAURANT,BROOKLYN,429,MOTHER GASTON BLVD,11212,7184848896
50001616,Tablao Restaurant,MANHATTAN,361,GREENWICH STREET,10013,2123344043
50001617,MILK TRUCK,BROOKLYN,630,FLUSHING AVENUE,11206,6462333838
50001620,SUNRISE BAKERY 168 INC,BROOKLYN,6208,11 AVENUE,11219,3479773291
50001621,MR. CHAN'S CHINESE CUISINE,QUEENS,30-21,STRATTON STREET,11354,7188865666
50001622,Earl's Beer & Cheese,MANHATTAN,1259,PARK AVE,10029,6078465277
50001624,THE TOMBSTONE SALOON,BRONX,119,EAST 233 STREET,10470,7183241781
50001627,KANG HO DONG BAEK JEONG,QUEENS,152-12,NORTHERN BOULEVARD,11354,7188868645
50001628,FLAT TOP,MANHATTAN,1241,AMSTERDAM AVENUE,10027,6468207735
50001630,SIMIT AND SMITH,MANHATTAN,111,WORTH STREET,10013,2123741224
50001631,DISTRICT 12,MANHATTAN,4892,BROADWAY,10034,2123041700
50001632,4TH FLOOR CAFE,MANHATTAN,221,EAST 71 STREET,10021,2125170586
50001633,MARYMOUNT COLLEGE NUGENTS CAFE,MANHATTAN,221,EAST   71 STREET,10021,2125170586
50001634,VIVI BUBBLE TEA,MANHATTAN,2,EAST BROADWAY,10038,6463023458
50001635,OCEAN STYLE SUSHI/JAPANESE RESTAURANT,BROOKLYN,2971,OCEAN AVENUE,11235,7188915888
50001637,YOLANDA RESTAURANT,BROOKLYN,188,JAMAICA AVENUE,11207,7182771737
50001638,KHE-YO,MANHATTAN,157,DUANE STREET,10013,2125871089
50001639,CAFE PICCO,QUEENS,40-13,35 AVENUE,11101,7187841464
50001640,EIGHT TURN CREPE,MANHATTAN,55,SPRING STREET,10012,2123343408
50001643,MAMASITA BAR,MANHATTAN,818,10 AVE,10019,2123159444
50001649,THE EAST POLE,MANHATTAN,133,EAST   65 STREET,10065,2122492222
50001650,SEMBRADO,MANHATTAN,432,EAST   13 STREET,10009,2127294206
50001651,NY 301 CHINESE RESTAURANT,QUEENS,86-03,ROCKAWAY BEACH BOULEVARD,11693,7183187800
50001652,BUFFALO BOSS TWO,BROOKLYN,400,JAY STREET,11201,6464840228
50001653,NO. 1 RESTAURANT,MANHATTAN,4480,BROADWAY,10040,2123042913
50001655,EL RICO TINTO BAKERY,QUEENS,76-07,37 AVENUE,11372,7184241324
50001656,LOL NEW YORK,MANHATTAN,300,WEST 43 STREET,10036,2129578358
50001658,KOBEYAKI,MANHATTAN,110,WEST 40TH STREET,10018,2123911600
50001660,MCDONALDS,MANHATTAN,26,EAST 23 STREET,10010,6466829277
50001664,OLIVIER,BROOKLYN,469,4 AVENUE,11215,7187686600
50001666,BAMBOO HOUSE,BROOKLYN,4017,AVENUE U,11234,7183389700
50001668,NINO'S PIZZA,MANHATTAN,131,AVENUE A,10009,2129795500
50001670,AKI JAPANESE CUISINE,QUEENS,33-06,DITMARS BOULEVARD,11105,7186060548
50001671,HILL AND BAY,MANHATTAN,581,2 AVENUE,10016,2122455554
50001672,AOYAMA SUSHI,MANHATTAN,1164,1 AVENUE,10065,2127511818
50001675,Gino's Cucina Brick Oven Pizza,BROOKLYN,723,WASHINGTON AVENUE,11238,7186796611
50001677,AFGAN KEBAB AND GRILL,QUEENS,74-16,37 AVENUE,11372,7185078800
50001678,99 CENT FRESH PIZZA,MANHATTAN,151,EAST   43 STREET,10017,2129220257
50001679,99 CENT BEST PIZZA 5AVE INC,MANHATTAN,325,5 AVENUE,10016,6468513792
50001680,3 ALARM,QUEENS,45-15,28 AVENUE,11103,7187214155
50001686,AO FENG RESTAURANT,BROOKLYN,5820,7 AVENUE,11220,7185673577
50001688,CENTRAL AMERICAN RESTAURANT,QUEENS,1028,BEACH   20 STREET,11691,7183375688
50001689,DREDSURFER GRILL,QUEENS,BOARDWALK,BEACH 17TH ST,11691,6464633271
50001691,GOOD TASTE KITCHEN,QUEENS,90-40,160 STREET,11432,7187392232
50001692,XIN HI CHINESE RESTAURANT & BUFFET,BRONX,2085,BARTOW AVENUE,10475,7183792200
50001693,ANKA GRILL,MANHATTAN,642,LEXINGTON AVENUE,10022,6466924532
50001696,KAMBOAT BAKERY & CAFE,MANHATTAN,111,BOWERY,10002,2122741822
50001697,THE SWEET SHOP NYC,MANHATTAN,404,EAST   73 STREET,10021,2129608685
50001699,ASTORIA TAVERN,QUEENS,33-16,23 AVENUE,11105,3478134954
50001700,Daryl Roth Theatre,MANHATTAN,101,EAST   15 STREET,10003,2123751110
50001701,SZECHUAN PALACE,MANHATTAN,360,WEST   42 STREET,10036,2129676088
50001702,D'ANGELOS PIZZA,QUEENS,82-37,164 STREET,11432,7183808900
50001704,NEW LIN WANG,BROOKLYN,9417,AVENUE L,11236,7182727778
50001708,TATANY,MANHATTAN,1400,2 AVENUE,10021,2124721700
50001709,AKI 39 JAPANESE CUISINE,MANHATTAN,216,EAST   39 STREET,10016,2128678668
50001710,THAI FRESH,STATEN ISLAND,1881,VICTORY BOULEVARD,10314,7188158880
50001711,HOUSE OF CHENG KITCHEN,BRONX,89,EAST 165 STREET,10452,7185888575
50001713,BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN),MANHATTAN,1605,BROADWAY,10019,2123166000
50001714,CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN),MANHATTAN,1605,BROADWAY,10019,2129774000
50001716,GYRO CORNER,BROOKLYN,1205,BOWERY STREET,11224,3476007112
50001719,RINTINTIN,MANHATTAN,14,SPRING STREET,10012,6466660114
50001724,GASTRONOMIA CULINARIA,MANHATTAN,53,WEST 106,10025,2126631040
50001725,HESTER STREET CAFE,MANHATTAN,235,BOWERY,10002,6462320129
50001726,SONRIE CON NOSOTROS,QUEENS,45-12,48 STREET,11377,3475673692
50001727,"S & S CARIBBEAN CUISINE AND ROTI SHOP, INC",QUEENS,89-15,165 STREET,11432,7186587100
50001728,NEW HONG KONG KITCHEN,MANHATTAN,1907,LEXINGTON AVENUE,10035,2125345533
50001732,KING WOK,QUEENS,25-67,FRANCIS LEWIS BOULEVARD,11358,7183522266
50001734,REDFARM,MANHATTAN,2170,BROADWAY,10024,2127249700
50001735,AIRSPACE LOUNGE,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,7182440602
50001736,TERRA,MANHATTAN,222,WEST BROADWAY,10013,2126250900
50001737,BRAAI,MANHATTAN,329,WEST   51 STREET,10019,2123153315
50001738,NEW YORK DOG HOUSE,QUEENS,37-06,30 AVENUE,11103,7182743647
50001739,STAR PIZZA,MANHATTAN,26,MURRAY STREET,10007,2122850031
50001741,YJ Chinese Cuisine,QUEENS,46-26,KISSENA BOULEVARD,11355,7188861558
50001745,I LOVE NY PIZZA,BRONX,2086,ARTHUR AVENUE,10457,3475771844
50001746,chicky's,MANHATTAN,355,EAST   86 STREET,10028,2129968277
50001749,BAGELS ON THE AVE,QUEENS,33-15,30 AVENUE,11103,7187210600
50001750,EL VEZ,MANHATTAN,259,VESEY STREET,10282,2122332500
50001751,KE ZHANG,QUEENS,45-72,KISSENA BOULEVARD,11355,7186610008
50001752,RUMBA SUPPER CLUB,QUEENS,67-63,WOODHAVEN BOULEVARD,11374,7189977692
50001753,CROWN FRIED CHICKEN,MANHATTAN,3351,BROADWAY,10031,2122831957
50001754,RINCON LATINO RESTAURANT,BRONX,4360,WHITE PLAINS ROAD,10466,9292223241
50001758,CALIENTE  GRILL,MANHATTAN,57,7 AVENUE SOUTH,10014,2122438517
50001761,GOOD CENTURY CAFE,MANHATTAN,243,GRAND STREET,10002,2123341313
50001762,BIRDBATH JUICE,MANHATTAN,189,EAST   79 STREET,10075,2129243510
50001763,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,BROOKLYN,1397,ROCKAWAY PARKWAY,11236,7186760149
50001764,TASTY DEICIOUS WEST INDIAN BAKERY & RESTAURANT,BROOKLYN,9006,AVENUE A,11236,7186760144
50001765,THE PULP & THE BEAN,BROOKLYN,832,FRANKLIN AVENUE,11225,7182903670
50001769,ZEN VEGETARIAN HOUSE,BROOKLYN,773,FLATBUSH AVENUE,11226,7182822225
50001770,OPUS,MANHATTAN,417,WEST  202 STREET,10034,2123040043
50001773,DE LA GINA RESTAURANT,BRONX,155,WEST  169 STREET,10452,3472700890
50001774,HOLIDAY INN MIDTOWN,MANHATTAN,30,WEST   31 STREET,10001,2126957401
50001775,SKY 31 ROOF TOP,MANHATTAN,30,WEST   31 STREET,10001,2126957401
50001776,THE PALM,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,7187514886
50001778,PEET'S COFFEE/TEA,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,7187514768
50001784,COKIRI TWO KTV,QUEENS,4032,149 PLACE,11354,9179435000
50001785,LA LUNA CAFE,QUEENS,44-01,30 AVENUE,11103,7186060094
50001786,DAG'S THE PATIO,MANHATTAN,342,EAST 47 STREET,10017,2129809476
50001789,RESTAURANTE & PANADERIA GUATELINDA,QUEENS,170-18,JAMAICA AVENUE,11432,3474944165
50001790,SWEETGREEN NOMAD,MANHATTAN,1164,BROADWAY,10001,6464498884
50001791,AVI PIZZA,QUEENS,1858,CORNAGA AVENUE,11691,7188684400
50001795,Bisslee,STATEN ISLAND,1745,SOUTH AVENUE,10314,7184779777
50001796,White Castle Express,BROOKLYN,1205,BOARDWALK WEST,11224,7189747666
50001798,CYCLONE CAFE,BROOKLYN,1000,SURF AVE,11224,7183735862
50001802,Fiamma 41,QUEENS,214-26,41ST AVENUE,11361,7182255700
50001805,FISHTAG,MANHATTAN,222,WEST   79 STREET,10024,2123627470
50001806,WAZOBIA RESTAURANT,STATEN ISLAND,611,BAY STREET,10304,7186821781
50001807,MONARCH,MANHATTAN,960,6 AVENUE,10018,2126309993
50001810,GRACE WOK CHINESE,MANHATTAN,2014,2 AVENUE,10029,2128312588
50001812,JERSEY MIKE'S SUBS,MANHATTAN,80,MAIDEN LANE,10038,6468337560
50001815,PERRY'S COFFEE SHOP,BRONX,496,EAST 161 STREET,10451,7186655464
50001816,VALLE'S CAFE,QUEENS,100-12,QUEENS BOULEVARD,11375,7185443204
50001817,NATHAN'S,BROOKLYN,650,86 STREET,11228,7182385232
50001818,KENNEDY FRIED CHICKEN,BRONX,218,EAST 165 STREET,10456,7183537104
50001819,MCDONALD'S RESTAURANT,STATEN ISLAND,2154,HYLAN BOULEVARD,10306,7189791524
50001820,STARBUCKS,QUEENS,,JFK INTERNATIONAL AIRPORT,11430,7185532151
50001821,DAYS INN,QUEENS,137-08,REDDING STREET,11417,7188456666
50001823,HANCO'S,BROOKLYN,134,SMITH STREET,11201,7188586818
50001824,YOOBERRY FROZEN YOGURT,BROOKLYN,1501,SHEEPSHEAD BAY ROAD,11235,7189342020
50001825,SHAHI KABAB & CURRY RESTAURANT,BRONX,641,LYDIG AVENUE,10462,7183191500
50001826,TAQUERIA OAXACA,STATEN ISLAND,167,MAIN STREET,10307,7189662695
50001827,SIMON'S BBQ,BROOKLYN,4823,8TH AVENUE,11220,7184310688
50001829,HANGAR BAR & GRILL,QUEENS,119-11,METROPOLITAN AVENUE,11415,7184418100
50001830,MERRILL LYNCH CONFERENCE CENTER,MANHATTAN,250,VESEY STREET,10281,2122367537
50001831,CYPRESS INN CAFE,QUEENS,1702,STANHOPE STREET,11385,3478895676
50001832,AMUSE WINE BAR,MANHATTAN,121,LUDLOW STREET,10002,2124770100
50001835,ANTLER BEER & WINE DISPENSARY,MANHATTAN,123,ALLEN STREET,10002,2124325000
50001836,JUKE BAR,MANHATTAN,196,2 AVENUE,10003,2122287464
50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,MANHATTAN,700,FIFTH AVE. AT 55 ST.,10019,2129562888
50001838,ECCO RESTAURANT,MANHATTAN,124,CHAMBERS STREET,10007,2122277074
50001840,LOUNGE 568,BROOKLYN,568,UNION AVENUE,11211,9737159950
50001842,AMAZE,MANHATTAN,401,EAST   58 STREET,10022,2126888808
50001843,RANDOLPH,BROOKLYN,104,SOUTH    4 STREET,11249,2122740667
50001844,CHINA PEKING RESTAURANT,QUEENS,80-11,JAMAICA AVENUE,11421,7182961297
50001846,LA CREPE ET LA VIE,BROOKLYN,1715,FOSTER AVENUE,11230,3473506627
50001851,EL PALACIO DE LOS CHOLADOS,QUEENS,83-18,NORTHERN BOULEVARD,11372,6462694170
50001852,DUNKIN DONUTS,MANHATTAN,2258,1 AVENUE,10035,7324062445
50001853,DUNKIN DONUTS,MANHATTAN,159,EAST  116 STREET,10029,6465979456
50001854,DUNKIN DONUTS,MANHATTAN,2264,FREDERICK DOUGLASS BOULEVARD,10027,6465978172
50001855,MANGIA,MANHATTAN,422,MADISON AVENUE,10017,2129806363
50001856,DUNKIN DONUTS,MANHATTAN,2103,FREDERICK DOUGLASS BOULEVARD,10026,2122806414
50001857,SUNSET BAGELS,BROOKLYN,4903,5 AVENUE,11220,7184370905
50001859,ELLARY'S GREENS,MANHATTAN,33,CARMINE STREET,10014,2129205072
50001860,CHAITTY COFFEE SHOP,BROOKLYN,392,HALSEY STREET,11216,3475462142
50001861,DUNKIN DONUTS/ BASKIN ROBBINS,MANHATTAN,201,MADISON STREET,10002,2125665071
50001863,CAUCASIA,BROOKLYN,1871,86 STREET,11214,7189425886
50001864,Star Coffee Shop,BROOKLYN,6012,14th Avenue,11219,7186867800
50001865,IT'Z ALL 4 U,QUEENS,20-01,NEW HAVEN AVENUE,11691,7183377070
50001866,THE THREE DIAMOND DOOR,BROOKLYN,211,KNICKERBOCKER AVENUE,11237,7185766136
50001867,SOCIETE GENERAL,MANHATTAN,245,PARK AVENUE,10017,2122787999
50001868,SUSHI K BAR,BROOKLYN,888,BEDFORD AVENUE,11205,7186455227
50001869,SOCIETE GENERALE CAFETERIA,MANHATTAN,245,PARK AVENUE,10017,2122787999
50001870,THE DUMPLIN SHOP,BRONX,1530,EAST  222 STREET,10469,7186533143
50001872,MIDNIGHT LOUNGE,QUEENS,25-39,STEINWAY STREET,11103,7186264444
50001873,INFINITEA CAFE,BROOKLYN,150,LAWRENCE STREET,11201,7182221921
50001877,RIZZO FINE PIZZA,MANHATTAN,17,CLINTON STREET,10002,6464541262
50001879,TWOSHA'S,BRONX,2576,THIRD AVENUE,10454,7186655428
50001880,GANG SAN DEUL,QUEENS,248-25,NORTHERN BOULEVARD,11362,7182810218
50001882,vs berry,MANHATTAN,577,ISHAM ST,10034,2123041110
50001883,Norbert's Pizza,BROOKLYN,4,STUYVESANT AVENUE,11221,5168400137
50001885,KENNEDY'S CHICKEN & SANDWICHES,MANHATTAN,2057,ADAM CLAYTON POWELL BOULEVARD,10027,2122807500
50001886,Wing Luck Restaurant,BROOKLYN,252,LIVONIA AVENUE,11212,7183852100
50001889,UMAMI BURGER,MANHATTAN,432,AVENUE OF THE AMERICAS,10011,2126778626
50001890,3 D'S LEGACY SALAD & GRILL,BRONX,445,MORRIS PARK AVENUE,10460,3476570910
50001891,Empanadas Monumental 366 East 204th Street,BRONX,366,EAST 204TH STREET,10467,3478998909
50001893,ICE LOUNGE,QUEENS,113-12,SPRINGFIELD BOULEVARD,11429,9175192234
50001895,JAMBA JUICE,MANHATTAN,30,ROCKEFELLER PLAZA,10112,2122474611
50001896,LA BROCHETTE STEAKHOUSE.,MANHATTAN,340,LEXINGTON AVENUE,10016,2129722200
50001897,MEXICO MAGICO,BRONX,1761,CROSBY AVENUE,10461,3472819810
50001898,BARLEY & GRAIN,MANHATTAN,421,AMSTERDAM AVENUE,10024,6463603231
50001899,TOASTIES,MANHATTAN,214,7 AVENUE,10011,2126751516
50001900,NEXT BAR & LOUNGE,MANHATTAN,43,MOTT STREET,10013,6464769159
50001901,DUNKIN DONUTS BASKIN ROBBINS,MANHATTAN,1703,THIRD AVENUE,10128,6467277744
50001902,PELHAM BAY CAFE,BRONX,1738,EDISON AVENUE,10461,6462474776
50001905,TREAT HOUSE,MANHATTAN,452,AMSTERDAM AVENUE,10024,2127997779
50001906,NEW BKHATAR AFGHAN HALAL KABAB & GYRO KING,QUEENS,110-23,JAMAICA AVENUE,11418,7188962813
50001907,NEEROB,BRONX,2109,STARLING AVENUE,10462,7189047061
50001908,ROBERTS DELIGHT CARIBBEAN & AMERICAN RESTAURANT,QUEENS,13-30,BEACH CHANNEL DRIVE,11691,7188684040
50001909,SUBWAY,BRONX,18,E 170TH STREET,10452,9178194147
50001910,CLUB HEDON,QUEENS,35-11,PRINCE STREET,11354,3477320400
50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,BROOKLYN,1950,BATH AVENUE,11214,7182654588
50001912,SUPER TACO EXPRESS,MANHATTAN,225,7 AVENUE,10011,2123529501
50001914,ATLAS SOCIAL CLUB,MANHATTAN,753,9 AVENUE,10019,2122628527
50001915,REFINERY ROOFTOP,MANHATTAN,63,WEST   38 STREET,10018,6466640310
50001916,REFINERY LOBBY BAR,MANHATTAN,63,WEST   38 STREET,10018,9173618005
50001917,KWIK STOP CAFE,MANHATTAN,4,SOUTH STREET,10004,2129439700
50001918,BLACK IRON BURGER,MANHATTAN,540,EAST    5 STREET,10009,2126776067
50001919,CEA-LO CAFE,MANHATTAN,2496,ADAM CLAYTON POWELL JR BOULEVARD,10030,6468610777
50001921,AMELIO RUSSO CIVIC,QUEENS,97-26,99 STREET,11416,__________
50001923,GLORIA JEAN'S COFFEES,QUEENS,90-15,QUEENS BOULEVARD,11373,7187600700
50001925,BANTAM BAGELS,MANHATTAN,283,BLEECKER STREET,10014,6468526320
50001928,PRET A MANGER,MANHATTAN,106,WEST   32 STREET,10001,2129676760
50001930,MAC JUICE,MANHATTAN,277,PARK AVENUE,10017,2122722200
50001933,GREEN GENERATION NYC INC,MANHATTAN,2490,BROADWAY,10025,2128771777
50001937,TASTY CHICKEN,BROOKLYN,1687,86 STREET,11214,7182591111
50001939,Panorama of My Silence-Heart,QUEENS,84-73,PARSONS BOULEVARD,11432,7182064960
50001940,MERILU PIZZA AL METRO,MANHATTAN,791,9 AVENUE,10019,2125415012
50001941,CROWN PALACE RESTAURANT,STATEN ISLAND,30,SNEDEN AVENUE,10312,7189671888
50001942,TACO HUT,MANHATTAN,3210,BROADWAY,10027,2122220082
